year	category	text	frequency	sentiment
2005	organization	today show	27	0.5
2005	organization	commission	26	0.5
2005	organization	sb	26	0.5
2005	organization	no	26	0.3520000000000001
2005	organization	patriot act	26	0.5
2005	organization	senate intelligence committee	26	0.7383500000000004
2005	organization	house majority	25	0.5
2005	organization	house democrats	25	0.5
2005	organization	usa today	25	0.5
2005	organization	bill of rights	25	0.5
2005	organization	chicago tribune	25	0.5
2005	organization	cato institute	25	0.5
2005	organization	supreme court justice	25	0.8952999999999999
2005	organization	guest post	25	0.5
2005	organization	boston globe	24	0.5
2005	organization	the times	24	0.5
2005	organization	war	24	0.20030000000000003
2005	organization	epa	24	0.5
2005	organization	dhs	24	0.5
2005	organization	nra	24	0.5
2005	organization	press	24	0.5
2005	organization	john	24	0.5
2005	organization	the pentagon	24	0.5
2005	organization	enron	24	0.5
2005	organization	situation room	24	0.5
2005	organization	blue dog	23	0.5
2005	organization	al jazeera	23	0.5
2005	organization	the president	23	0.5
2005	organization	aren	23	0.5
2005	organization	msm	23	0.5
2005	organization	world trade center	23	0.5
2005	organization	us congress	22	0.5
2005	organization	naacp	22	0.5
2005	organization	democracy now	22	0.5
2005	organization	wmp download	22	0.5
2005	organization	al qaida	21	0.5
2005	organization	wsj	21	0.5
2005	organization	daily news	21	0.5
2005	organization	national journal	20	0.5
2005	organization	fcc	20	0.5
2005	organization	security council	20	0.67
2005	organization	news corp	20	0.5
2005	organization	gao	19	0.5
2005	organization	eu	19	0.5
2005	organization	us state department	19	0.5
2005	organization	us district court	19	0.5
2005	organization	american civil liberties union	19	0.7553000000000001
2005	organization	fema	19	0.5
2005	organization	time magazine	19	0.5
2005	organization	secretary of defense	19	0.5640000000000001
2005	organization	sunni	19	0.5
2005	organization	the carpetbagger report	19	0.5
2005	organization	house committee	18	0.5
2005	organization	government accountability office	18	0.5
2005	organization	marines	18	0.5
2005	organization	vice president cheney	18	0.5
2005	organization	senate minority	17	0.5
2005	organization	senate bill	17	0.5
2005	organization	national republican congressional committee	17	0.5
2005	organization	red state	17	0.5
2005	organization	defense	17	0.5640000000000001
2005	organization	fdr	17	0.5
2005	organization	national review online	17	0.5
2005	organization	civil rights	17	0.5
2005	organization	senate foreign relations committee	17	0.5
2005	organization	vice	17	0.5
2005	organization	federal election commission	17	0.5
2005	organization	air america	17	0.5
2005	organization	katrina	17	0.5
2005	organization	opinion mill	17	0.5
2005	organization	swift boat veterans	17	0.60115
2005	organization	economic policy institute	16	0.5
2005	organization	aarp	16	0.5
2005	organization	pr	16	0.5
2005	organization	national security	16	0.67
2005	organization	congressional	16	0.5
2005	organization	national rifle association	16	0.5
2005	organization	armed services committee	16	0.5
2005	organization	end times	16	0.5
2005	organization	securities and exchange commission	16	0.6479999999999999
2005	organization	us marines	16	0.5
2005	organization	joe	16	0.5
2005	organization	hannity  colmes	16	0.5
2005	organization	moveonorg	15	0.5
2005	organization	nasa	15	0.5
2005	organization	first lady	15	0.5
2005	organization	big oil	15	0.5
2005	organization	journal	15	0.5
2005	organization	olc	15	0.5
2005	organization	census bureau	15	0.5
2005	organization	administration	15	0.5
2005	organization	freedom of information act	15	0.8184500000000002
2005	organization	interior ministry	15	0.5
2005	organization	office of legal counsel	15	0.5640000000000001
2005	organization	fec	15	0.5
2005	organization	walmart	14	0.5
2005	organization	pew research center	14	0.5
2005	organization	us ambassador	14	0.5
2005	organization	southern baptist convention	14	0.5
2005	organization	ny post	14	0.5
2005	organization	church	14	0.5
2005	organization	laughter	14	0.74695
2005	organization	house intelligence committee	14	0.7383500000000003
2005	organization	liberty university	14	0.7633499999999999
2005	organization	philadelphia inquirer	14	0.5
2005	organization	pow	14	0.5
2005	organization	wh	13	0.5
2005	organization	david	13	0.5
2005	organization	national press club	13	0.5
2005	organization	miami herald	13	0.5
2005	organization	pope	13	0.5
2005	organization	blair	13	0.5
2005	organization	newsweek	13	0.5
2005	organization	baltimore sun	13	0.5
2005	organization	geneva convention	13	0.5
2005	organization	world bank	13	0.5
2005	organization	republican senators	12	0.5
2005	organization	gop house	12	0.5
2005	organization	east coast	12	0.5
2005	organization	national public radio	12	0.5
2005	organization	amnesty international	12	0.5
2005	organization	house appropriations committee	12	0.5
2005	organization	westboro baptist church	12	0.5
2005	organization	dod	12	0.5
2005	organization	the daily show	12	0.5
2005	organization	food and drug administration	12	0.5
2005	organization	us embassy	12	0.5
2005	organization	armed forces	12	0.5
2005	organization	real time	12	0.5
2005	organization	congressman	12	0.5
2005	organization	ny daily news	12	0.5
2005	organization	sept	12	0.5
2005	organization	mahdi army	12	0.5
2005	organization	ny	11	0.5
2005	organization	air force one	11	0.5
2005	organization	worldnetdaily	11	0.5
2005	organization	jerry	11	0.5
2005	organization	liars	11	0.23665000000000003
2005	organization	news corporation	11	0.5
2005	organization	lincoln	11	0.5
2005	organization	big government	11	0.5
2005	organization	federal government	11	0.5
2005	organization	aids	11	0.5
2005	organization	christian right	11	0.5
2005	organization	red sox	11	0.5
2005	organization	hill	11	0.5
2005	organization	majority leader	11	0.5
2005	organization	blog round	11	0.5
2005	organization	yankees	11	0.5
2005	organization	veterans of foreign wars	11	0.2213
2005	organization	christian	11	0.5
2005	organization	air america radio	11	0.5
2005	organization	nyc	10	0.5
2005	organization	bin laden determined	10	0.67
2005	organization	american family association	10	0.5
2005	organization	information act	10	0.5
2005	organization	us census bureau	10	0.5
2005	organization	united nations security council	10	0.8184500000000001
2005	organization	bible	10	0.5
2005	organization	palestinian authority	10	0.5385999999999999
2005	organization	national security adviser	10	0.67
2005	organization	civil war	10	0.20029999999999998
2005	organization	exxon	10	0.5
2005	organization	roll call	10	0.5
2005	organization	diebold	10	0.5
2005	organization	human services	10	0.5
2005	organization	little green footballs	10	0.5
2005	organization	us court of appeals	10	0.5
2005	organization	kbr	10	0.5
2005	organization	wwii	10	0.5
2005	organization	washington note	10	0.5
2005	organization	executive branch	10	0.5
2005	organization	king george	10	0.5
2005	organization	carpetbagger report	10	0.5
2005	organization	republican house	9	0.5
2005	organization	media research center	9	0.5
2005	organization	nola	9	0.5
2005	organization	fda	9	0.5
2005	organization	arizona daily star	9	0.5
2005	organization	national alliance	9	0.5
2005	organization	right wing	9	0.5
2005	organization	conservative political action conference	9	0.5
2005	organization	general assembly	9	0.5
2005	organization	los angeles	9	0.5
2005	organization	party	9	0.7009499999999999
2005	organization	circuit court of appeals	9	0.5
2005	organization	san francisco chronicle	9	0.5
2005	organization	world health organization	9	0.5
2005	organization	national intelligence	9	0.7383500000000001
2005	organization	raw story	9	0.5
2005	organization	global warming	9	0.57655
2005	organization	guantanamo	9	0.5
2005	organization	bob jones university	9	0.5
2005	organization	truth	9	0.6591
2005	organization	wmp	9	0.5
2005	organization	pa	8	0.5
2005	organization	intel	8	0.5
2005	organization	public integrity	8	0.6909
2005	organization	slate	8	0.5
2005	organization	city	8	0.5
2005	organization	move america forward	8	0.5
2005	organization	isn	8	0.5
2005	organization	house ethics committee	8	0.5
2005	organization	conservative party	8	0.7009499999999999
2005	organization	pulitzer prize	8	0.7553000000000001
2005	organization	university of chicago	8	0.5
2005	organization	liberty counsel	8	0.76335
2005	organization	house blend	8	0.5
2005	organization	forest	8	0.5
2005	organization	christian coalition	8	0.5
2005	organization	air national guard	8	0.5
2005	organization	la	8	0.5
2005	organization	homeland security department	8	0.67
2005	organization	houston chronicle	8	0.5
2005	organization	white	8	0.5
2005	organization	rove	8	0.5
2005	organization	daily howler	8	0.5
2005	organization	mission accomplished	8	0.7202000000000001
2005	organization	king	7	0.5
2005	organization	ethics committee	7	0.5
2005	organization	amtrak	7	0.5
2005	organization	aol	7	0.5
2005	organization	the guardian	7	0.5
2005	organization	citibank	7	0.5
2005	organization	united church of christ	7	0.71075
2005	organization	la raza	7	0.5
2005	organization	daily telegraph	7	0.5
2005	organization	detroit free press	7	0.7553000000000001
2005	organization	house of commons	7	0.5
2005	organization	fairness doctrine	7	0.5
2005	organization	national intelligence council	7	0.73835
2005	organization	the news	7	0.5
2005	organization	democratic house	7	0.5
2005	organization	koran	7	0.5
2005	organization	the miami herald	7	0.5
2005	organization	house government reform committee	7	0.5
2005	organization	the bush administration	7	0.5
2005	organization	fatah	7	0.5
2005	organization	us senator	7	0.5
2005	organization	mayor	7	0.5
2005	organization	roman catholic church	7	0.5
2005	organization	aipac	7	0.5
2005	organization	iraq war	7	0.20029999999999995
2005	organization	boston	7	0.5
2005	organization	the wall street journal	7	0.5
2005	organization	labor	7	0.5
2005	organization	power line	7	0.5
2005	organization	nazi	7	0.5
2005	organization	roosevelt	7	0.5
2005	organization	foreign relations committee	7	0.5
2005	organization	media matters for america	7	0.5129
2005	organization	all spin zone	7	0.5
2005	organization	medal of freedom	7	0.9036999999999998
2005	organization	twin cities	6	0.5
2005	organization	harvard	6	0.5
2005	organization	dean	6	0.5
2005	organization	ira	6	0.5
2005	organization	feb	6	0.5
2005	organization	ward	6	0.5
2005	organization	tory	6	0.5
2005	organization	tom	6	0.5
2005	organization	board of directors	6	0.5
2005	organization	elders of zion	6	0.5
2005	organization	wall st journal	6	0.5
2005	organization	michigan state university	6	0.5
2005	organization	cpac	6	0.5
2005	organization	intelligent design	6	0.7294
2005	organization	article ii	6	0.5
2005	organization	foreign ministry	6	0.5
2005	organization	more mister nice blog	6	0.7363999999999998
2005	organization	giants	6	0.5
2005	organization	washington examiner	6	0.5
2005	organization	duke university	6	0.5
2005	organization	urban institute	6	0.5
2005	organization	secretary of state	6	0.5
2005	organization	rangers	6	0.5
2005	organization	law  order	6	0.5
2005	organization	moral majority	6	0.5
2005	organization	taser	6	0.5
2005	organization	angels	6	0.5
2005	organization	time warner	6	0.5
2005	organization	nazi party	6	0.7009499999999999
2005	organization	the washington note	6	0.5
2005	organization	news hounds	6	0.5
2005	organization	inside politics	6	0.5
2005	organization	crooks and liars	6	0.23665000000000003
2005	organization	defense ministry	6	0.5640000000000001
2005	organization	shiite muslim	6	0.5
2005	organization	steve	6	0.5
2005	organization	pnac	6	0.5
2005	organization	kerry	6	0.5
2005	organization	talk left	6	0.5
2005	organization	left coaster	6	0.5
2005	organization	daily background	6	0.5
2005	organization	carpet bagger report	6	0.5
2005	organization	pittsburgh postgazette	5	0.5
2005	organization	hiv	5	0.5
2005	organization	house majority leader	5	0.5
2005	organization	exxonmobil	5	0.5
2005	organization	national debt	5	0.3194
2005	organization	the atlantic	5	0.5
2005	organization	house speaker	5	0.5
2005	organization	hb	5	0.5
2005	organization	drudge report	5	0.5
2005	organization	energy department	5	0.6366
2005	organization	vdare	5	0.5
2005	organization	charles	5	0.5
2005	organization	university of alabama	5	0.5
2005	organization	fnc	5	0.5
2005	organization	bolton	5	0.5
2005	organization	red army	5	0.5
2005	organization	wtf	5	0.20705
2005	organization	communists	5	0.5
2005	organization	thomas	5	0.5
2005	organization	day	5	0.5
2005	organization	frontline	5	0.5
2005	organization	big bang	5	0.5
2005	organization	labour	5	0.5
2005	organization	transportation security administration	5	0.67
2005	organization	roman	5	0.5
2005	organization	new york times magazine	5	0.5
2005	organization	texas rangers	5	0.5
2005	organization	disabilities act	5	0.5
2005	organization	trade center	5	0.5
2005	organization	republican right	5	0.5
2005	organization	arctic national wildlife refuge	5	0.5
2005	organization	inspector general	5	0.5
2005	organization	mclaughlin group	5	0.5
2005	organization	senate democratic	5	0.5
2005	organization	  	5	0.5
2005	organization	bush s	5	0.5
2005	organization	dec	5	0.5
2005	organization	cspan	5	0.5
2005	organization	new yorkers	5	0.5
2005	organization	federal emergency management agency	5	0.30910000000000004
2005	organization	crooks	5	0.5
2005	organization	fox tv	5	0.5
2005	organization	yale law school	5	0.5
2005	organization	people for	5	0.5
2005	organization	family action	5	0.5
2005	organization	bush regime	5	0.5
2005	organization	american israel public affairs committee	5	0.5
2005	organization	the moderate voice	5	0.5
2005	organization	dvd	5	0.5
2005	organization	editor  publisher	5	0.5
2005	organization	no child left behind	5	0.352
2005	organization	e  p	5	0.5
2005	organization	rumsfeld	5	0.5
2005	organization	basra	5	0.5
2005	organization	giuliani	5	0.5
2005	organization	libby	5	0.5
2005	organization	condi rice	5	0.5
2005	organization	the white house	5	0.5
2005	organization	powerline	5	0.5
2005	organization	young republicans	5	0.5
2005	organization	the department	4	0.5
2005	organization	star tribune	4	0.5
2005	organization	university of minnesota	4	0.5
2005	organization	ford	4	0.5
2005	organization	florida	4	0.5
2005	organization	assembly	4	0.5
2005	organization	nclb	4	0.5
2005	organization	flying spaghetti monster	4	0.5
2005	organization	palm beach post	4	0.5
2005	organization	fy	4	0.5
2005	organization	health	4	0.5
2005	organization	burger king	4	0.5
2005	organization	anwr	4	0.5
2005	organization	family values	4	0.70095
2005	organization	project for excellence in journalism	4	0.81245
2005	organization	judge	4	0.5
2005	organization	education department	4	0.5
2005	organization	chief of staff	4	0.5
2005	organization	alamo	4	0.5
2005	organization	social security trust fund	4	0.8453999999999999
2005	organization	dea	4	0.5
2005	organization	ky	4	0.5
2005	organization	christmas	4	0.5
2005	organization	ben	4	0.5
2005	organization	justice department s office of legal counsel	4	0.7997000000000001
2005	organization	american taliban	4	0.5
2005	organization	nj	4	0.5
2005	organization	ga	4	0.5
2005	organization	gallup poll	4	0.5
2005	organization	gw bush	4	0.5
2005	organization	constitutional	4	0.5
2005	organization	mccarthy	4	0.5
2005	organization	ebay	4	0.5
2005	organization	hearts	4	0.8243
2005	organization	us department of defense	4	0.5640000000000001
2005	organization	agriculture department	4	0.5
2005	organization	learned elders of zion	4	0.5
2005	organization	us armed forces	4	0.5
2005	organization	americans united	4	0.71075
2005	organization	revolutionary war	4	0.20029999999999998
2005	organization	justice sunday	4	0.76335
2005	organization	mrc	4	0.5
2005	organization	us southern command	4	0.5
2005	organization	foreign office	4	0.5
2005	organization	big media	4	0.5
2005	organization	suv	4	0.5
2005	organization	hartford courant	4	0.5
2005	organization	district	4	0.5
2005	organization	shakespeare	4	0.5
2005	organization	daily mail	4	0.5
2005	organization	ej dionne	4	0.5
2005	organization	tivo	4	0.5
2005	organization	fred	4	0.5
2005	organization	jag	4	0.5
2005	organization	drudge	4	0.5
2005	organization	war crimes	4	0.20029999999999998
2005	organization	mr bush	4	0.5
2005	organization	state colin l powell	4	0.7294
2005	organization	nypd	4	0.5
2005	organization	no child left behind act	4	0.352
2005	organization	project censored	4	0.42345
2005	organization	foreign affairs	4	0.5
2005	organization	hannity	4	0.5
2005	organization	new york review	4	0.5
2005	organization	house permanent select committee	4	0.5
2005	organization	lgf	4	0.5
2005	organization	intel dump	4	0.30910000000000004
2005	organization	republican congressman	4	0.5
2005	organization	downing street memos	4	0.5
2005	organization	national association of evangelicals	4	0.5
2005	organization	qt download	4	0.71075
2005	organization	un ambassador	4	0.5
2005	organization	democratic daily blog	4	0.5
2005	organization	operation yellow elephant	4	0.5
2005	organization	global news matrix	4	0.5
2005	organization	terri	4	0.5
2005	organization	salem radio network	3	0.5
2005	organization	university of florida	3	0.5
2005	organization	crawford	3	0.5
2005	organization	special ops	3	0.7009500000000001
2005	organization	white house correspondents  association	3	0.5
2005	organization	 star wars	3	0.22129999999999997
2005	organization	michigan	3	0.5
2005	organization	un dispatch	3	0.5
2005	organization	young america s foundation	3	0.5
2005	organization	us secret service	3	0.5
2005	organization	denny	3	0.5
2005	organization	arab	3	0.5
2005	organization	the social security	3	0.67
2005	organization	rape	3	0.15460000000000002
2005	organization	standard	3	0.5
2005	organization	canadian broadcasting corporation	3	0.5
2005	organization	potus	3	0.5
2005	organization	social security administration	3	0.67
2005	organization	angry bear	3	0.2447
2005	organization	chief	3	0.5
2005	organization	senate dem	3	0.5
2005	organization	national academy of sciences	3	0.5
2005	organization	united methodist church	3	0.71075
2005	organization	concerned women	3	0.5
2005	organization	traditional values coalition	3	0.7009500000000001
2005	organization	galloping beaver	3	0.5
2005	organization	live	3	0.5
2005	organization	children	3	0.5
2005	organization	tim	3	0.5
2005	organization	rtx	3	0.5
2005	organization	skype	3	0.5
2005	organization	brad blog	3	0.5
2005	organization	cu	3	0.5
2005	organization	world report	3	0.5
2005	organization	greenpeace	3	0.5
2005	organization	st louis	3	0.5
2005	organization	diamondbacks	3	0.5
2005	organization	national center	3	0.5
2005	organization	protestants	3	0.5
2005	organization	barnes	3	0.5
2005	organization	scarborough	3	0.5
2005	organization	one people s project	3	0.5
2005	organization	sieg heil	3	0.5
2005	organization	stalin	3	0.5
2005	organization	gitmo	3	0.5
2005	organization	kid	3	0.5
2005	organization	gw	3	0.5
2005	organization	life	3	0.5
2005	organization	armored cavalry regiment	3	0.5
2005	organization	palm beach	3	0.5
2005	organization	radical right	3	0.5
2005	organization	mcdonald	3	0.5
2005	organization	soylent green	3	0.5
2005	organization	mussolini	3	0.5
2005	organization	white house press secretary	3	0.5
2005	organization	   	3	0.5
2005	organization	articles of confederation	3	0.5
2005	organization	official secrets act	3	0.5
2005	organization	the court	3	0.5
2005	organization	carnegie endowment for international peace	3	0.77115
2005	organization	orange county register	3	0.5
2005	organization	genesis	3	0.5
2005	organization	department of agriculture	3	0.5
2005	organization	corporate crime reporter	3	0.22885
2005	organization	buchanan	3	0.5
2005	organization	andrea	3	0.5
2005	organization	london times	3	0.5
2005	organization	national enquirer	3	0.5
2005	organization	dubya	3	0.5
2005	organization	nov	3	0.5
2005	organization	powell	3	0.5
2005	organization	dairy queen	3	0.5
2005	organization	frederick	3	0.5
2005	organization	vampire slayer	3	0.5
2005	organization	the mclaughlin group	3	0.5
2005	organization	condi	3	0.5
2005	organization	media bloggers association	3	0.5
2005	organization	new york yankees	3	0.5
2005	organization	uk times	3	0.5
2005	organization	aegis defence services	3	0.55135
2005	organization	fifth estate	3	0.5
2005	organization	state department inspector general	3	0.5
2005	organization	troops	3	0.5
2005	organization	king of zembla	3	0.5
2005	organization	khmer rouge	3	0.5
2005	organization	pittsburgh tribunereview	3	0.5
2005	organization	read	3	0.5
2005	organization	du	3	0.5
2005	organization	the purpose driven life	3	0.5
2005	organization	the heretik	3	0.5
2005	organization	moderate voice	3	0.5
2005	organization	southern baptist theological seminary	3	0.5
2005	organization	political theory daily review	3	0.5
2005	organization	minnesotans	3	0.5
2005	organization	preznit	3	0.5
2005	organization	hollywood reporter	3	0.5
2005	organization	faithbased	3	0.5
2005	organization	matthew	3	0.5
2005	organization	falwell	3	0.5
2005	organization	republican war	3	0.2003
2005	organization	knight ridder	3	0.5
2005	organization	carlyle group	3	0.5
2005	organization	bush administration s	3	0.5
2005	organization	liberal dose	3	0.5
2005	organization	plame	3	0.5
2005	organization	elko daily free press	3	0.7553000000000001
2005	organization	associated press writer baghdad	3	0.5
2005	organization	usa next	2	0.5
2005	organization	national center for science education	2	0.5
2005	organization	cornell university	2	0.5
2005	organization	center for media and democracy	2	0.5
2005	organization	cavuto	2	0.5
2005	organization	open letter	2	0.5
2005	organization	sharm alsheikh	2	0.5
2005	organization	antisocial security	2	0.67
2005	organization	founding director	2	0.5
2005	organization	hilton	2	0.5
2005	organization	fox news watch	2	0.5
2005	organization	sixth	2	0.5
2005	organization	cafe press	2	0.5
2005	organization	pew charitable trusts	2	0.85015
2005	organization	chase bank	2	0.5
2005	organization	democratic secretary of state	2	0.5
2005	organization	bechtel	2	0.5
2005	organization	free congress foundation	2	0.7553000000000001
2005	organization	michael jw stickings	2	0.6909
2005	organization	protect social security	2	0.8062
2005	organization	ymca	2	0.5
2005	organization	jihad watch	2	0.5
2005	organization	gainesville sun	2	0.5
2005	organization	university of tennessee	2	0.5
2005	organization	lincoln day dinner	2	0.5
2005	organization	ups	2	0.5
2005	organization	lenin	2	0.5
2005	organization	us customs and border protection	2	0.5
2005	organization	reebok	2	0.5
2005	organization	college republican national committee	2	0.5
2005	organization	public policy research	2	0.5
2005	organization	public campaign action fund	2	0.5
2005	organization	padres	2	0.5
2005	organization	mariners	2	0.5
2005	organization	government accounting office	2	0.5
2005	organization	charleston gazette	2	0.5
2005	organization	kellogg brown  root	2	0.5
2005	organization	new york democratic	2	0.5
2005	organization	old testament	2	0.5
2005	organization	chief justice rehnquist	2	0.76335
2005	organization	middle	2	0.5
2005	organization	mao tsetung	2	0.5
2005	organization	ben  jerry	2	0.5
2005	organization	scotus	2	0.5
2005	organization	 	2	0.5
2005	organization	cubs	2	0.5
2005	organization	hate crime	2	0.09899999999999998
2005	organization	appeals court	2	0.5
2005	organization	hearst newspapers	2	0.5
2005	organization	and digby	2	0.5
2005	organization	grand	2	0.7294
2005	organization	greenspan	2	0.5
2005	organization	fund	2	0.5
2005	organization	liberal democrat	2	0.5
2005	organization	hurricane	2	0.5
2005	organization	economic hit man	2	0.5
2005	organization	angelina	2	0.5
2005	organization	trust fund	2	0.7553000000000001
2005	organization	hume	2	0.5
2005	organization	justice oconnor	2	0.76335
2005	organization	san quentin	2	0.5
2005	organization	ansa	2	0.5
2005	organization	most wanted	2	0.5
2005	organization	talking points	2	0.5
2005	organization	holden	2	0.5
2005	organization	radio factor	2	0.5
2005	organization	atlanta journal constitution	2	0.5
2005	organization	second vatican council	2	0.5
2005	organization	sony	2	0.5
2005	organization	north	2	0.5
2005	organization	intelligence identities protection act	2	0.7383500000000001
2005	organization	fulton county	2	0.5
2005	organization	tasers	2	0.5
2005	organization	justice kennedy	2	0.76335
2005	organization	great moments	2	0.81245
2005	organization	hi	2	0.5
2005	organization	princeton survey research associates international	2	0.5
2005	organization	washington blade	2	0.5
2005	organization	rocky mountain news	2	0.5
2005	organization	us defence	2	0.55135
2005	organization	frances fragos townsend	2	0.5
2005	organization	prince of peace	2	0.77115
2005	organization	downing street memo	2	0.5
2005	organization	ptc	2	0.5
2005	organization	dog  santorum	2	0.5
2005	organization	rick  man	2	0.5
2005	organization	regnery	2	0.5
2005	organization	university of colorado	2	0.5
2005	organization	what liberal media	2	0.5
2005	organization	fake news	2	0.26165
2005	organization	president s council	2	0.5
2005	organization	from cnn	2	0.5
2005	organization	administration s	2	0.5
2005	organization	noise machine	2	0.5
2005	organization	promise keepers	2	0.6591
2005	organization	new york review of books	2	0.5
2005	organization	roberts	2	0.5
2005	organization	spi	2	0.5
2005	organization	judge advocate general	2	0.5
2005	organization	rti	2	0.5
2005	organization	state senator	2	0.5
2005	organization	justice scalia	2	0.76335
2005	organization	blog round up	2	0.5
2005	organization	verse	2	0.5
2005	organization	cap	2	0.5
2005	organization	liberal oasis	2	0.5
2005	organization	dc circuit	2	0.5
2005	organization	kroger	2	0.5
2005	organization	gop cnn	2	0.5
2005	organization	the observer	2	0.5
2005	organization	seeing the forest	2	0.5
2005	organization	government	2	0.5
2005	organization	las vegas sun	2	0.5
2005	organization	world bank president	2	0.5
2005	organization	corporation for public broadcasting	2	0.5
2005	organization	yahoo	2	0.5
2005	organization	us homeland security	2	0.67
2005	organization	omg	2	0.5
2005	organization	liberal avenger	2	0.5
2005	organization	journalism	2	0.5
2005	organization	great flood	2	0.81245
2005	organization	government reform committee	2	0.5
2005	organization	darth cheney	2	0.5
2005	organization	bushites	2	0.5
2005	organization	greg	2	0.5
2005	organization	defense secretary donald h rumsfeld	2	0.5640000000000001
2005	organization	shiite islam	2	0.5
2005	organization	fly	2	0.5
2005	organization	public	2	0.5
2005	organization	qt george	2	0.71075
2005	organization	universal declaration of human rights	2	0.5
2005	organization	raw story the	2	0.5
2005	organization	cnn center	2	0.5
2005	organization	deputy national security adviser	2	0.67
2005	organization	kos diary	2	0.5
2005	organization	rutherford institute	2	0.5
2005	organization	efe	2	0.5
2005	organization	memory hole	2	0.5
2005	organization	swift report	2	0.60115
2005	organization	icon condi	2	0.5
2005	organization	bob	2	0.5
2005	organization	main stream media	2	0.5
2005	organization	valerie	2	0.5
2005	organization	episcopal	2	0.5
2005	organization	blondesense	2	0.5
2005	organization	bush watch	2	0.5
2005	organization	dear leader	2	0.6909
2005	organization	gdub	2	0.5
2005	organization	old fashioned patriot	2	0.5
2005	organization	carlyle	2	0.5
2005	organization	next left	2	0.5
2005	organization	milbank	2	0.5
2005	organization	big bad wolf	2	0.22885
2005	organization	red scorpion	2	0.5
2005	organization	blair watch	2	0.5
2005	organization	poor man	2	0.26165
2005	organization	savior	2	0.5
2005	organization	dover area school	2	0.5
2005	organization	national clergy council	2	0.5
2005	organization	us federal drug enforcement agency	2	0.5
2005	organization	british columbia marajuana party	2	0.70095
2005	organization	fores this	2	0.5
2005	organization	bush family home	2	0.5
2005	organization	matt	2	0.5
2005	organization	able danger	2	0.23665000000000003
2005	organization	hpsci	2	0.5
2005	organization	third prosecutor quits gitmo	2	0.5
2005	organization	al quaeda	2	0.5
2005	organization	ahmb s	2	0.5
2005	organization	holy qur	2	0.5
2005	organization	abu hafs al masri brigade	2	0.5
2005	organization	senate ddemocrats	2	0.5
2005	organization	operation truth	2	0.6591
2005	organization	ego impact	2	0.5
2005	organization	national council of churches	2	0.5
2005	organization	flag burning amendment	2	0.5
2005	organization	flag burning amendment takes bribes	2	0.5
2005	organization	north county of san diego	2	0.5
2005	organization	marine expeditionary force	2	0.5
2005	organization	veteran	2	0.5
2005	organization	evolution set sights	2	0.5
2005	organization	 soft	2	0.5
2005	organization	science magazine	2	0.5
2005	organization	porn star	2	0.5
2005	organization	kings now	2	0.5
2005	organization	seoul national university	2	0.5
2005	organization	the daily howler	2	0.5
2005	organization	std	2	0.5
2005	organization	kansas state school board	2	0.5
2005	organization	newsweek koran  quran	2	0.5
2005	organization	london sunday times	2	0.5
2005	organization	telling marianas	2	0.5
2005	organization	satisfaction living	2	0.7202
2005	organization	yellow dog blog there	2	0.5
2005	organization	had britain	2	0.5
2005	organization	guns	2	0.5
2005	organization	plan b	2	0.5
2005	organization	future belong	2	0.5
2005	organization	declaration	2	0.5
2005	organization	texas futile care law	2	0.5386
2005	organization	bush s national guard	2	0.5
2005	organization	bloggers decry one of their own	2	0.5
2005	organization	tiger force	2	0.5
2005	organization	this is rumor control	2	0.5
2005	organization	toledo blade	2	0.5
2005	organization	energy bill	2	0.6366
2005	organization	churchill	2	0.5
2005	organization	bad intel	2	0.22885
2005	organization	sin city	2	0.2213
2005	organization	terri shaivo	2	0.5
2005	organization	beyond corporate what	2	0.5
2005	organization	forza italia	2	0.5
2005	organization	partito della rifondazione	2	0.5
2005	organization	red state son hopefully	2	0.70095
2005	organization	red lake	2	0.5
2005	organization	public integrity the carlyle group	2	0.6909
2005	organization	sincerest form of flattery	2	0.76335
2005	organization	foresight institute	2	0.5
2005	organization	get yourself some boring	2	0.3409
2005	organization	upn	2	0.5
2005	organization	notes  rants	2	0.3409
2005	organization	anglican communion	2	0.5
2005	organization	scottish episcopal church	2	0.5
2005	organization	several imax	2	0.5
2005	organization	thou shall not watch movies	2	0.5
2005	organization	imax	2	0.5
2005	organization	fallujah	2	0.5
2005	organization	rich pressed	2	0.7787
2005	organization	framing tips	2	0.5
2005	organization	us federal communications commission	2	0.5
2005	organization	rai	2	0.5
2005	organization	the washington monthly	2	0.5
2005	organization	quick time	2	0.5
2005	organization	parents television council	2	0.5
2005	organization	sinclair broadcast group	2	0.5
2005	organization	punk fiction	1	0.5
2005	organization	google earth	1	0.5
2005	organization	underworld	1	0.5
2005	organization	ice cream four	1	0.5
2005	organization	citizen kane four	1	0.5
2005	organization	nhl hockey four	1	0.5
2005	organization	yellow dog four	1	0.5
2005	organization	lawrence of arabia	1	0.5
2005	organization	greek islands the	1	0.5
2005	organization	brooklyn  queens	1	0.5
2005	organization	the godfather	1	0.5
2005	organization	los angeles four tv	1	0.5
2005	organization	san jose  los angeles	1	0.5
2005	organization	curb your enthusiasm	1	0.7202
2005	organization	billionaires for bush  petty larseny  state	1	0.39885
2005	organization	day  agitprop	1	0.5
2005	organization	first church of the neocon  simply left behind	1	0.5
2005	organization	bring	1	0.5
2005	organization	day  agitpropcouple	1	0.5
2005	organization	billionaires for bush  petty larseny	1	0.39885
2005	organization	bring it	1	0.5
